"","life_satisfaction","household_size","house_owned","live_with_partner","no_child","house"
"920",10,2,1,0,1,1
"921",9,4,0,1,0,0
"922",8,2,1,0,1,1
"923",8,1,1,0,1,1
"924",10,5,1,0,0,1
"925",7,2,1,0,1,1
"926",10,2,1,0,0,1
"927",8,1,0,0,1,0
"928",10,2,1,0,1,1
"929",9,1,0,0,1,0
"930",8,2,1,0,1,1
"931",8,3,1,0,1,1
"932",8,1,1,0,1,1
"933",4,4,1,1,1,1
"934",10,1,1,0,1,1
"935",8,4,1,0,0,1
"936",9,1,0,0,1,0
"937",8,1,1,0,1,0
"938",10,2,0,1,1,0
"939",7,1,1,0,1,1
"940",8,2,1,0,1,1
"941",9,1,0,0,1,0
"942",8,4,1,0,1,1
"943",5,2,0,0,0,0
"944",10,4,1,0,0,1
"945",8,2,1,0,1,1
"946",6,2,0,0,1,0
"947",10,3,1,0,0,0
"948",8,3,1,0,1,1
"949",8,4,1,0,1,1
"950",8,2,0,1,1,0
"951",8,4,1,0,1,1
"952",3,3,1,0,1,1
"953",5,5,0,0,0,NA
"954",8,2,1,0,1,1
"955",8,1,0,0,1,0
"956",7,4,1,1,0,1
"957",9,4,1,0,0,0
"958",7,1,0,0,1,0
"959",5,4,1,0,1,1
"960",10,2,1,0,1,1
"961",8,2,1,1,1,1
"962",6,3,1,0,0,1
"963",10,4,0,0,1,1
"964",7,3,0,0,1,NA
"965",10,1,1,0,1,1
"966",10,3,1,0,1,1
"967",7,2,1,0,1,1
"968",10,2,1,0,1,1
"969",8,2,1,0,1,1
"970",6,2,0,0,1,0
"971",9,1,1,0,1,1
"972",10,1,1,0,1,1
"973",8,4,0,0,0,0
"974",10,4,0,0,0,0
"975",10,2,1,0,1,0
"976",10,1,1,0,1,1
"977",7,2,0,0,1,0
"978",10,4,1,0,0,1
"979",8,1,1,0,1,1
"980",8,2,1,0,1,1
"981",5,1,0,0,1,1
"982",10,2,1,1,1,1
"983",9,4,1,1,0,1
"984",7,3,0,0,0,0
"985",5,1,1,0,1,0
"986",9,6,1,0,0,1
"987",7,2,1,0,1,1
"988",8,1,0,0,1,0
"989",8,4,0,0,0,0
"990",8,2,1,1,1,1
"991",6,1,1,0,1,0
"992",10,1,1,0,1,1
"993",7,2,1,0,1,1
"994",8,2,1,1,1,0
"995",9,4,1,0,1,1
"996",6,1,0,0,1,0
"997",10,3,1,0,0,1
"998",8,2,1,1,1,0
"999",6,2,0,0,1,1
"1000",5,3,1,1,0,1
"1001",5,3,1,0,1,1
"1002",8,2,1,0,1,1
"1003",5,1,0,0,1,0
"1004",10,4,1,0,1,1
"1005",8,1,1,0,1,1
"1006",7,4,1,0,1,1
"1007",8,2,1,0,1,1
"1008",7,1,0,0,1,0
"1009",10,2,1,0,1,1
"1010",10,5,1,0,0,1
"1011",10,1,1,0,1,1
"1012",7,4,1,0,1,0
"1013",8,3,1,1,0,1
"1014",8,4,1,0,0,1
"1015",8,2,1,1,1,1
"1016",8,1,0,0,1,0
"1017",8,2,1,1,1,1
"1018",8,5,1,0,1,1
"1019",7,2,1,0,1,0
"1020",10,3,1,0,1,1
"1021",9,2,1,1,1,1
"1022",10,3,1,0,1,1
"1023",8,1,1,0,1,1
"1024",5,3,1,0,0,0
"1025",7,2,1,1,1,0
"1026",8,4,1,0,1,1
"1027",8,1,1,0,1,1
"1028",9,3,1,0,0,1
"1029",9,2,0,0,0,0
"1030",10,3,1,0,1,0
"1031",7,2,0,0,1,0
"1032",6,2,1,0,1,1
"1033",8,2,1,0,1,1
"1034",8,2,0,0,1,0
"1035",8,1,0,0,1,0
"1036",8,5,1,1,0,1
"1037",8,2,0,0,1,0
"1038",8,1,1,0,1,1
"1039",7,3,0,0,0,1
"1040",10,2,1,0,1,1
"1041",8,2,1,0,1,0
"1042",7,1,0,0,1,0
"1043",9,3,1,0,1,1
"1044",8,4,1,0,1,1
"1045",10,1,1,0,1,0
"1046",5,1,0,0,1,0
"1047",8,3,1,0,1,1
"1048",8,1,1,0,1,1
"1049",10,5,1,0,0,1
"1050",8,3,1,0,1,1
"1051",8,1,0,0,1,0
"1052",7,1,0,0,1,0
"1053",10,3,1,0,1,1
"1054",8,2,1,0,1,0
"1055",8,3,1,0,1,1
"1056",7,1,1,0,1,0
"1057",10,2,1,0,1,1
"1058",10,2,1,0,1,1
"1059",9,2,1,0,1,1
"1060",8,3,1,0,0,1
"1061",7,4,1,0,1,1
"1062",8,1,1,0,1,1
"1063",8,3,1,1,0,1
"1064",7,2,1,1,1,1
"1065",9,2,1,0,1,1
"1066",3,1,0,0,1,0
"1067",7,3,0,0,0,0
"1068",7,5,1,0,0,1
"1069",8,2,1,1,1,1
"1070",8,5,1,0,0,1
"1071",10,2,1,0,1,1
"1072",8,2,0,0,1,1
"1073",10,2,1,0,1,1
"1074",8,1,0,0,1,0
"1075",10,4,0,0,1,0
"1076",7,1,0,0,1,0
"1077",8,3,1,0,1,1
"1078",7,1,0,0,1,0
"1079",7,3,1,0,1,1
"1080",7,1,1,0,1,1
"1081",8,2,0,0,1,0
"1082",8,2,1,0,1,1
"1083",9,1,0,0,1,1
"1084",8,1,1,0,1,0
"1085",9,2,1,1,1,1
"1086",7,3,1,0,0,1
"1087",7,2,0,0,1,0
"1088",9,4,1,0,1,1
"1089",8,2,1,0,1,1
"1090",7,1,1,0,1,1
"1091",10,3,1,0,1,1
"1092",9,2,1,1,1,1
"1093",8,3,0,0,0,0
"1094",8,5,1,0,0,0
"1095",9,4,1,0,0,0
"1096",7,1,0,0,1,1
"1097",9,1,0,0,1,0
"1098",10,2,1,0,1,1
"1099",5,2,1,0,1,1
"1100",8,5,0,1,0,0
"1101",8,1,0,0,1,0
"1102",9,2,1,0,1,1
"1103",8,2,0,1,1,0
"1104",10,4,1,0,0,1
"1105",10,4,1,0,1,1
"1106",9,2,1,0,1,0
"1107",9,2,1,0,1,1
"1108",7,1,1,0,1,1
"1109",9,3,1,1,0,1
"1110",7,1,0,0,1,0
"1111",8,3,0,0,0,0
"1112",5,2,1,0,0,1
"1113",10,2,1,1,1,1
"1114",8,2,1,0,1,1
"1115",8,1,0,0,1,0
"1116",8,1,1,0,1,1
"1117",8,1,1,0,1,1
"1118",9,1,1,0,1,1
"1119",5,5,1,0,0,1
"1120",10,3,1,0,1,1
"1121",10,4,1,0,1,1
"1122",4,1,0,0,1,0
"1123",7,1,0,0,1,0
"1124",9,1,0,0,1,0
"1125",7,5,1,0,0,1
"1126",9,2,1,0,1,1
"1127",8,2,1,0,1,0
"1128",8,1,1,0,1,1
"1129",6,1,1,0,1,0
"1130",6,2,1,0,1,1
"1131",8,2,1,0,1,1
"1132",5,1,1,0,1,1
"1133",7,2,1,0,1,1
"1134",10,5,1,0,0,1
"1135",7,2,1,0,1,1
"1136",8,4,1,0,0,1
"1137",8,3,1,0,1,1
"1138",8,2,1,0,1,1
"1139",7,4,1,0,0,0
"1140",6,4,0,0,1,0
"1141",8,3,0,0,0,0
"1142",10,2,1,0,1,1
"1143",7,6,0,0,0,1
"1144",10,1,0,0,1,1
"1145",6,1,0,0,1,0
"1146",10,2,1,0,1,0
"1147",5,2,1,0,1,1
"1148",8,1,0,0,1,0
"1149",8,2,1,1,1,0
"1150",8,2,0,0,1,0
"1151",10,2,1,1,1,1
"1152",6,1,1,0,1,1
"1153",6,2,1,0,1,1
"1154",8,5,1,0,0,1
"1155",7,2,1,0,0,0
"1156",5,1,0,0,1,1
"1157",3,1,0,0,1,1
"1158",8,3,1,1,0,0
"1159",9,1,0,0,1,0
"1160",8,1,1,0,1,1
"1161",7,2,1,1,1,1
"1162",8,1,0,0,1,0
"1163",8,1,1,0,1,1
"1164",8,1,1,0,1,1
"1165",8,5,1,0,1,1
"1166",5,2,0,0,0,0
"1167",6,1,1,0,1,1
"1168",10,1,0,0,1,1
"1169",9,5,1,0,0,1
"1170",9,5,1,0,1,1
"1171",10,4,1,0,0,1
"1172",9,2,0,1,1,1
"1173",4,1,0,0,1,1
"1174",8,1,1,0,1,1
"1175",10,4,1,0,0,1
"1176",8,1,0,0,1,0
"1177",10,1,0,0,1,0
"1178",4,1,0,0,1,0
"1179",8,2,1,0,1,1
"1180",9,4,1,0,0,1
"1181",10,2,1,0,1,1
"1182",10,5,0,0,0,0
"1183",6,6,1,0,0,1
"1184",7,2,0,0,1,0
"1185",9,5,1,1,1,1
"1186",10,1,1,0,1,0
"1187",7,2,0,0,1,0
"1188",8,2,1,0,1,1
"1189",8,4,1,0,0,0
"1190",7,2,1,0,1,1
"1191",10,1,1,0,1,1
"1192",8,2,1,0,1,1
"1193",7,2,1,0,1,1
"1194",9,4,1,1,1,1
"1195",6,2,0,0,0,0
"1196",7,5,1,0,1,1
"1197",10,4,0,0,0,0
"1198",9,2,0,0,1,0
"1199",8,2,1,0,1,1
"1200",5,2,1,0,0,0
"1201",8,2,1,0,1,1
"1202",5,2,1,0,1,1
"1203",7,2,1,0,1,1
"1204",10,4,1,0,0,1
"1205",10,3,1,0,0,1
"1206",7,3,1,0,1,1
"1207",7,5,1,0,0,1
"1208",10,1,1,0,1,1
"1209",10,2,1,0,1,1
"1210",8,4,1,0,1,1
"1211",4,1,1,0,1,0
"1212",8,2,1,0,1,0
"1213",8,4,1,0,1,1
"1214",10,4,1,0,1,1
"1215",9,2,1,0,1,1
"1216",8,2,1,0,1,0
"1217",9,2,1,1,1,0
"1218",10,2,1,0,1,0
"1219",5,1,1,0,1,1
"1220",9,2,1,0,1,1
"1221",7,1,1,0,1,0
"1222",8,2,1,0,0,0
"1223",10,5,1,1,0,1
"1224",9,2,1,0,1,1
"1225",6,1,0,0,1,0
"1226",9,4,1,0,1,1
"1227",7,3,1,0,1,0
"1228",7,4,0,1,0,1
"1229",8,1,1,0,1,1
"1230",8,3,0,1,1,1
"1231",10,3,0,0,1,0
"1232",7,4,1,0,1,1
"1233",10,1,1,0,1,1
"1234",10,1,1,0,1,0
"1235",9,5,1,0,0,1
"1236",7,6,0,0,0,1
"1237",8,2,1,0,0,1
"1238",9,2,1,0,1,0
"1239",9,3,1,0,0,1
"1240",5,1,1,0,1,1
"1241",10,2,1,0,1,1
"1242",8,4,1,0,0,1
"1243",5,2,1,0,0,1
"1244",10,1,1,0,1,1
"1245",8,4,1,0,0,1
"1246",8,3,1,0,1,0
"1247",9,1,1,0,1,1
"1248",8,1,1,0,1,1
"1249",6,1,0,0,1,0
"1250",8,2,1,1,1,1
"1251",7,1,1,0,1,1
"1252",10,2,1,0,1,0
"1253",9,4,1,0,0,1
"1254",10,3,1,0,1,1
"1255",8,1,1,0,1,0
"1256",8,1,0,0,1,0
"1257",10,3,1,0,1,1
"1258",7,2,1,1,1,1
"1259",7,3,1,0,1,1
"1260",9,3,1,0,1,1
"1261",9,2,1,0,1,1
"1262",10,4,0,0,0,0
"1263",6,2,1,0,1,1
"1264",8,1,1,0,1,1
"1265",5,2,1,0,1,1
"1266",7,1,0,0,1,0
"1267",8,2,1,0,1,1
"1268",7,1,0,0,1,1
"1269",10,2,1,0,1,0
"1270",7,1,0,0,1,0
"1271",7,2,0,0,1,0
"1272",8,2,1,0,1,1
"1273",10,3,0,0,0,0
"1274",8,4,1,0,1,0
"1275",9,4,1,0,1,1
"1276",8,2,0,0,1,1
"1277",10,4,1,0,1,1
"1278",7,1,1,0,1,1
"1279",5,1,0,0,1,0
"1280",8,4,1,0,1,0
"1281",2,1,0,0,1,1
"1282",10,3,1,0,0,1
"1283",9,1,0,0,1,0
"1284",6,2,1,0,1,0
"1285",10,2,1,0,1,1
"1286",9,1,1,0,1,0
"1287",10,1,1,0,1,1
"1288",10,3,1,0,0,1
"1289",6,4,0,0,1,0
"1290",10,6,1,0,0,1
"1291",7,2,1,0,1,1
"1292",10,5,1,0,0,1
"1293",10,1,1,0,1,1
"1294",9,3,0,0,0,0
"1295",10,2,1,0,1,1
"1296",7,4,1,0,0,1
"1297",8,1,1,0,1,1
"1298",6,2,1,0,1,1
"1299",7,1,0,0,1,0
"1300",8,2,1,0,1,1
"1301",8,2,0,0,1,0
"1302",10,4,1,0,0,0
"1303",7,2,0,1,1,0
"1304",6,2,1,1,1,0
"1305",8,3,0,0,0,0
"1306",7,1,0,0,1,0
"1307",10,3,1,0,1,1
"1308",9,2,0,0,1,0
"1309",8,2,1,0,1,1
"1310",10,2,1,0,1,1
"1311",4,1,0,0,1,0
"1312",8,4,1,0,0,1
"1313",8,2,1,0,1,1
"1314",4,2,0,0,1,0
"1315",8,4,1,0,0,1
"1316",9,3,1,0,1,1
"1317",9,3,1,0,0,1
"1318",9,2,1,0,1,1
"1319",8,2,1,0,1,0
"1320",8,2,1,0,1,1
"1321",7,1,1,0,1,1
"1322",8,5,0,0,0,1
"1323",6,2,0,0,0,0
"1324",10,2,1,0,1,1
"1325",1,2,0,1,1,0
"1326",8,2,1,0,1,1
"1327",5,2,1,0,1,0
"1328",8,4,1,1,0,1
"1329",8,4,1,0,0,1
"1330",9,3,1,0,0,1
"1331",9,3,1,0,0,1
"1332",4,2,1,0,1,1
"1333",10,4,0,0,0,1
"1334",7,6,1,0,0,0
"1335",6,1,0,0,1,0
"1336",8,2,1,0,1,1
"1337",8,2,1,0,1,1
"1338",9,6,1,0,0,1
"1339",8,2,1,0,1,1
"1340",1,1,0,0,1,0
"1341",9,2,1,0,1,1
"1342",8,3,0,0,1,0
"1343",8,2,0,1,1,0
"1344",10,1,1,0,1,1
"1345",10,2,1,0,1,1
"1346",7,2,1,0,1,1
"1347",10,2,1,0,1,1
"1348",6,1,0,0,1,0
"1349",3,1,1,0,1,0
"1350",8,1,0,0,1,0
"1351",7,1,0,0,1,1
"1352",7,1,0,0,1,0
"1353",8,1,0,0,1,1
"1354",9,2,1,0,1,1
"1355",8,3,1,0,1,1
"1356",9,3,1,0,1,1
"1357",10,2,1,1,1,1
"1358",7,1,0,0,1,0
"1359",10,2,1,0,1,0
"1360",8,2,1,0,1,1
"1361",10,3,1,0,0,1
"1362",9,3,1,0,0,1
"1363",6,1,1,0,1,1
"1364",8,2,1,1,1,1
"1365",10,2,1,0,0,0
"1366",7,2,0,0,1,1
"1367",9,3,1,0,1,1
"1368",8,2,1,0,1,1
"1369",10,2,1,1,1,1
"1370",8,2,1,1,1,1
"1371",10,2,1,0,1,1
"1372",8,5,1,0,1,1
"1373",9,1,0,0,1,0
"1374",7,1,1,0,1,1
"1375",10,3,1,0,0,0
"1376",10,2,0,0,1,0
"1377",8,3,1,0,1,1
"1378",8,3,1,0,0,1
"1379",8,2,1,0,1,1
"1380",8,1,1,0,1,1
"1381",8,2,1,0,1,1
"1382",4,1,0,0,1,0
"1383",8,3,1,0,0,0
"1384",7,1,1,0,1,1
"1385",6,1,1,0,1,0
"1386",8,2,1,1,1,1
"1387",8,2,1,0,1,1
"1388",9,3,1,0,1,1
"1389",7,1,0,0,1,0
"1390",8,1,0,0,1,0
"1391",10,1,0,0,1,0
"1392",8,2,1,0,1,1
"1393",8,1,1,0,1,1
"1394",10,2,1,0,1,1
"1395",9,1,0,0,1,0
"1396",10,5,1,0,1,1
"1397",9,2,1,0,1,1
"1398",10,2,0,0,1,1
"1399",10,2,1,0,1,0
"1400",9,2,1,0,1,1
"1401",8,2,1,0,1,1
"1402",10,2,1,0,1,1
"1403",8,1,0,0,1,0
"1404",8,4,1,0,1,1
"1405",5,3,1,0,1,0
"1406",8,1,1,0,1,0
"1407",10,1,1,0,1,1
"1408",8,1,1,0,1,0
"1409",10,3,1,0,1,1
"1410",9,5,1,0,0,1
"1411",7,1,0,0,1,0
"1412",10,2,1,0,1,1
"1413",8,2,1,0,1,1
"1414",10,6,0,0,0,1
"1415",8,2,0,0,1,0
"1416",2,4,1,0,1,0
"1417",8,3,1,0,0,0
"1418",8,4,1,0,1,1
"1419",10,3,0,1,0,0
"1420",4,2,1,0,1,0
"1421",8,2,0,0,1,1
"1422",7,1,0,0,1,0
"1423",9,2,1,1,1,1
"1424",7,2,1,0,1,0
"1425",10,2,1,0,1,1
"1426",10,4,1,0,1,1
"1427",9,4,1,0,0,1
"1428",8,6,1,0,0,1
"1429",10,2,1,0,1,1
"1430",8,2,1,0,1,1
"1431",8,1,1,0,1,1
"1432",9,3,1,0,1,1
"1433",10,5,0,0,1,0
"1434",7,2,1,0,0,1
"1435",10,2,1,0,1,1
"1436",9,2,1,0,1,1
"1437",8,1,0,0,1,0
"1438",10,3,1,0,1,1
"1439",9,2,1,0,1,1
"1440",7,2,1,0,1,0
"1441",7,2,0,1,1,NA
"1442",6,2,1,0,1,1
"1443",7,3,1,0,1,1
"1444",5,2,1,0,1,1
"1445",8,3,1,0,0,0
"1446",8,2,1,0,1,0
"1447",9,2,1,1,1,1
"1448",10,2,1,0,1,1
"1449",9,2,1,0,1,1
"1450",7,2,1,0,1,0
"1451",10,2,1,0,1,1
"1452",7,2,1,0,1,1
"1453",9,1,1,0,1,0
"1454",10,4,0,1,0,0
"1455",8,1,0,0,1,0
"1456",8,2,1,1,1,1
"1457",8,1,1,0,1,1
"1458",8,1,1,0,1,1
"1459",10,2,1,0,1,0
"1460",9,3,1,1,0,0
"1461",10,2,1,0,1,1
"1462",10,3,1,0,1,1
"1463",9,2,1,0,1,1
"1464",5,1,1,0,1,0
"1465",10,1,0,0,1,0
"1466",9,4,1,0,0,1
"1467",7,1,1,0,1,0
"1468",9,2,1,0,1,1
"1469",8,2,1,0,1,0
"1470",8,2,1,0,1,1
"1471",10,2,1,0,1,0
"1472",7,2,0,0,1,0
"1473",10,2,1,0,1,1
"1474",8,1,0,0,1,0
"1475",10,1,1,0,1,0
"1476",7,4,1,0,1,1
"1477",10,2,1,0,1,1
"1478",9,2,1,0,1,1
"1479",8,4,1,1,0,1
"1480",9,4,1,0,0,1
"1481",10,2,1,0,1,1
"1482",10,3,1,0,1,0
"1483",8,4,1,0,0,1
"1484",7,1,1,0,1,1
"1485",10,2,1,1,1,1
"1486",7,1,0,0,1,0
"1487",2,2,0,0,1,1
"1488",10,2,1,0,1,1
"1489",10,5,1,0,1,0
"1490",8,1,0,0,1,0
"1491",7,2,1,0,1,1
"1492",8,2,1,0,1,1
"1493",7,4,1,0,0,1
"1494",8,2,1,0,1,1
"1495",8,4,1,0,0,1
"1496",7,1,0,0,1,0
"1497",7,3,1,0,1,0
"1498",7,1,1,0,1,0
"1499",7,3,1,0,1,0
"1500",10,1,0,0,1,0
"1501",6,1,1,0,1,1
"1502",7,2,1,0,1,1
"1503",7,3,0,0,0,0
"1504",2,3,1,0,0,1
"1505",9,4,1,0,0,1
"1506",7,3,1,0,0,1
"1507",9,2,1,1,1,0
"1508",5,2,0,1,1,0
"1509",7,2,1,0,1,1
"1510",8,4,0,0,0,0
"1511",8,1,0,0,1,1
"1512",9,3,0,0,0,0
"1513",5,1,0,0,1,0
"1514",9,1,1,0,1,1
"1515",9,2,1,0,1,1
"1516",10,3,1,0,1,0
"1517",8,1,1,0,1,0
"1518",7,2,1,1,1,1
"1519",7,4,0,0,0,0
"1520",7,1,1,0,1,1
"1521",9,5,1,0,0,0
"1522",10,5,1,0,0,0
"1523",9,3,0,0,1,0
"1524",0,1,0,0,1,0
"1525",6,1,1,0,1,1
"1526",9,4,1,0,1,1
"1527",7,2,1,0,1,1
"1528",10,2,1,0,1,0
"1529",8,1,0,0,1,0
"1530",7,4,0,0,0,0
"1531",8,1,0,0,1,0
"1532",8,3,1,0,1,1
"1533",8,2,1,1,1,1
"1534",8,3,1,0,0,0
"1535",7,2,1,0,1,1
"1536",10,2,1,0,1,1
"1537",8,1,1,0,1,1
"1538",6,2,0,1,1,1
"1539",5,1,0,0,1,0
"1540",8,1,0,0,1,0
"1541",9,1,1,0,1,0
"1542",8,5,1,0,0,1
"1543",7,1,0,0,1,0
"1544",10,2,1,0,1,1
"1545",7,1,0,0,1,0
"1546",8,1,1,0,1,1
"1547",8,2,0,0,1,0
"1548",7,2,1,0,1,1
"1549",8,2,1,0,1,0
"1550",9,2,0,0,1,0
"1551",2,1,0,0,1,0
"1552",10,2,1,0,1,1
"1553",9,2,1,0,1,1
"1554",10,2,1,0,1,1
"1555",8,1,1,0,1,1
"1556",10,3,1,0,0,1
"1557",10,4,1,0,1,1
"1558",8,4,1,1,0,1
"1559",10,2,1,0,1,1
"1560",5,4,0,0,1,1
"1561",9,1,1,0,1,1
"1562",10,6,1,0,0,1
"1563",7,1,1,0,1,1
"1564",6,1,0,0,1,0
"1565",4,3,1,0,1,1
"1566",10,4,1,0,1,1
"1567",10,2,1,0,1,0
"1568",7,3,1,1,1,1
"1569",8,1,1,0,1,1
"1570",9,2,1,1,1,1
"1571",10,2,1,0,1,1
"1572",10,2,1,0,0,1
"1573",10,2,1,0,1,1
"1574",10,1,0,0,1,0
"1575",9,2,1,0,1,1
"1576",10,5,0,0,0,0
"1577",10,6,1,0,0,1
"1578",8,1,0,0,1,0
"1579",9,3,1,0,0,1
"1580",1,1,1,0,1,1
"1581",8,1,1,0,1,0
"1582",8,1,1,0,1,1
"1583",8,2,1,0,1,1
"1584",7,3,1,0,1,1
"1585",9,1,1,0,1,0
"1586",8,4,0,1,0,0
"1587",9,2,1,0,1,1
"1588",8,4,1,0,0,0
"1589",10,4,1,0,0,1
"1590",10,4,1,0,1,1
"1591",7,2,1,0,1,0
"1592",7,1,1,0,1,0
"1593",7,5,1,0,0,1
"1594",9,2,1,0,1,1
"1595",9,1,1,0,1,1
"1596",8,2,1,0,1,1
"1597",7,1,0,0,1,1
"1598",6,3,1,1,1,1
"1599",10,2,1,0,1,1
"1600",7,5,1,0,0,1
"1601",9,5,1,0,0,1
"1602",6,2,0,0,0,1
"1603",8,1,1,0,1,1
"1604",7,5,1,0,0,1
"1605",8,1,1,0,1,1
"1606",8,1,1,0,1,1
"1607",9,2,0,0,1,1
"1608",9,5,1,0,0,1
"1609",9,2,1,1,1,0
"1610",10,2,1,0,1,1
"1611",8,1,0,0,1,0
"1612",10,3,1,0,1,1
"1613",8,2,1,1,1,1
"1614",7,2,1,0,1,1
"1615",8,2,1,1,1,0
"1616",5,1,1,0,1,0
"1617",9,4,1,0,0,1
"1618",8,5,1,0,0,1
"1619",8,1,1,0,1,1
"1620",8,2,1,0,1,1
"1621",10,2,1,0,1,1
"1622",10,2,1,0,1,1
"1623",8,3,1,0,1,1
"1624",8,2,1,0,1,1
"1625",10,2,1,0,1,0
"1626",5,2,0,0,1,0
"1627",9,2,0,0,1,0
"1628",8,4,0,0,0,0
"1629",6,2,0,1,1,0
"1630",8,1,0,0,1,1
"1631",10,2,1,0,1,1
"1632",6,1,0,0,1,1
"1633",8,3,1,0,0,1
"1634",8,1,0,0,1,0
"1635",10,4,1,0,0,1
"1636",6,1,1,0,1,0
"1637",8,2,1,0,0,0
"1638",10,2,1,0,1,1
"1639",8,4,1,0,0,1
"1640",8,1,1,0,1,1
"1641",7,2,0,0,1,0
"1642",7,2,1,0,1,1
"1643",8,2,1,1,1,1
"1644",10,2,1,0,1,1
"1645",6,2,1,0,1,1
"1646",9,4,1,0,0,1
"1647",7,2,1,0,1,1
"1648",5,1,0,0,1,0
"1649",8,2,1,0,1,1
"1650",10,3,1,0,0,0
"1651",8,3,0,0,1,0
"1652",7,1,0,0,1,0
"1653",9,4,1,0,1,1
"1654",8,2,0,0,1,0
"1655",8,4,1,1,0,1
"1656",8,2,1,0,1,1
"1657",10,1,1,0,1,1
"1658",10,2,1,0,1,1
"1659",10,6,1,0,0,1
"1660",8,2,0,0,1,0
"1661",10,4,1,0,0,1
"1662",10,2,1,0,1,0
"1663",10,4,1,0,0,1
"1664",9,3,0,1,0,0
"1665",7,1,0,0,1,0
"1666",8,2,1,0,1,1
"1667",6,1,1,0,1,0
"1668",8,3,1,0,1,1
"1669",8,1,1,0,1,0
"1670",10,2,0,0,1,0
"1671",10,2,1,0,1,0
"1672",7,1,0,0,1,0
"1673",9,6,1,0,0,1
"1674",9,3,1,0,1,1
"1675",7,4,0,1,0,1
"1676",7,3,1,0,0,1
"1677",8,4,1,1,1,1
"1678",8,3,1,0,0,1
"1679",7,2,1,1,1,1
"1680",10,1,1,0,1,0
"1681",10,3,1,1,0,1
"1682",8,2,1,0,1,1
"1683",9,1,1,0,1,1
"1684",10,2,0,0,1,0
"1685",8,3,0,0,1,1
"1686",9,2,0,0,1,0
"1687",5,1,1,0,1,1
"1688",9,1,0,0,1,0
"1689",8,4,1,0,0,1
"1690",9,2,1,0,1,1
"1691",8,1,1,0,1,1
"1692",8,2,0,0,1,0
"1693",8,3,1,0,1,1
"1694",9,3,1,0,0,1
"1695",7,2,1,1,1,1
"1696",9,2,1,0,1,1
"1697",8,3,1,0,1,1
"1698",10,1,0,0,1,0
"1699",9,4,1,0,0,1
"1700",7,3,0,1,1,1
"1701",9,3,1,0,0,0
"1702",8,3,1,0,1,1
"1703",8,3,1,0,1,1
"1704",7,2,0,0,1,NA
"1705",10,2,1,0,1,0
"1706",6,2,1,1,1,1
"1707",5,2,1,0,1,0
"1708",9,6,0,0,0,1
"1709",7,1,1,0,1,0
"1710",10,4,1,0,0,0
"1711",7,2,1,0,1,1
"1712",9,3,1,0,1,1
"1713",10,2,1,0,1,1
"1714",8,2,0,0,0,0
"1715",8,1,0,0,1,0
"1716",7,1,1,0,1,1
"1717",8,2,1,0,1,1
"1718",7,2,1,1,1,1
"1719",10,3,1,0,1,1
"1720",10,3,1,0,0,1
"1721",8,2,1,0,1,1
"1722",8,5,1,0,0,1
"1723",9,4,1,0,1,0
"1724",8,2,1,0,1,1
"1725",9,3,1,0,1,1
"1726",8,2,1,1,1,0
"1727",9,1,1,0,1,0
"1728",8,2,0,0,0,1
"1729",3,1,1,0,1,0
"1730",10,4,1,0,0,1
"1731",10,1,1,0,1,1
"1732",9,5,1,0,0,1
"1733",9,1,1,0,1,1
"1734",9,5,1,0,0,1
"1735",8,4,1,0,0,1
"1736",8,2,0,1,1,0
"1737",7,3,1,0,1,1
"1738",8,2,1,0,0,1
"1739",8,5,1,1,0,1
"1740",10,2,0,0,1,1
"1741",10,5,1,0,0,1
"1742",8,1,1,0,1,1
"1743",9,3,1,0,0,1
"1744",6,1,0,0,1,0
"1745",7,3,0,0,0,0
"1746",10,4,1,0,0,1
"1747",8,2,1,0,1,1
"1748",10,4,1,0,0,1
"1749",8,4,1,0,0,1
"1750",9,3,0,0,1,0
"1751",8,2,0,0,1,0
"1752",9,1,1,0,1,0
"1753",10,2,1,0,1,0
"1754",7,5,1,1,0,1
"1755",8,4,1,1,0,0
"1756",4,4,1,0,0,1
"1757",9,3,1,0,1,1
"1758",7,2,1,0,1,1
"1759",7,3,1,0,0,1
"1760",8,2,1,0,1,1
"1761",10,3,1,0,1,1
"1762",9,4,1,0,0,1
"1763",9,5,1,0,0,1
"1764",8,1,1,0,1,0
"1765",10,2,1,0,1,1
"1766",8,2,1,1,1,0
"1767",10,3,1,0,1,1
"1768",8,3,1,0,1,1
"1769",8,2,1,0,1,1
"1770",8,4,1,0,0,0
"1771",5,3,1,0,1,1
"1772",8,1,1,0,1,0
"1773",8,4,1,0,0,1
"1774",9,4,1,0,1,1
"1775",9,6,0,0,0,NA
"1776",10,2,0,0,1,1
"1777",6,1,1,0,1,0
"1778",9,5,1,0,0,1
"1779",7,1,0,0,1,0
"1780",6,4,0,0,0,0
"1781",9,2,1,0,1,1
"1782",8,3,1,0,1,1
"1783",5,1,1,0,1,1
"1784",7,4,1,0,1,1
"1785",8,2,1,1,1,1
"1786",9,2,1,0,1,0
"1787",8,2,1,0,1,1
"1788",8,2,1,0,1,1
"1789",8,4,1,0,1,1
"1790",10,2,1,0,1,0
"1791",10,1,0,0,1,0
"1792",9,5,1,0,0,1
"1793",8,2,1,0,1,1
"1794",9,5,1,0,0,1
"1795",9,4,1,0,1,1
"1796",7,2,1,0,1,1
